🚀移动直播,#genre#
CCTV6 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.246:5140
CCTV7 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.54:5140
CCTV8 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.247:5140
CCTV9 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.76:5140
CCTV10 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.87:5140
CCTV11 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.70:5140
CCTV12 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.97:5140
CCTV13 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.59:5140
CCTV14 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.115:5140
CCTV15 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.72:5140
CCTV16 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.251:5140
CCTV17 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.67:5140
CETV1HD,http://vip.syzkgg.com:8686/rtp/239.253.64.169:5140
IPTV3+,http://vip.syzkgg.com:8686/rtp/239.253.64.10:5140
IPTV5+ HD,http://vip.syzkgg.com:8686/rtp/239.253.64.125:5140
IPTV5+,http://vip.syzkgg.com:8686/rtp/239.253.64.26:5140
IPTV8+,http://vip.syzkgg.com:8686/rtp/239.253.64.160:5140
IPTV谍战剧场,http://vip.syzkgg.com:8686/rtp/239.253.64.212:5140
IPTV法治,http://vip.syzkgg.com:8686/rtp/239.253.64.213:5140
IPTV经典电影,http://vip.syzkgg.com:8686/rtp/239.253.64.227:5140
IPTV魅力时尚,http://vip.syzkgg.com:8686/rtp/239.253.64.231:5140
IPTV热播剧场,http://vip.syzkgg.com:8686/rtp/239.253.64.211:5140
IPTV相声小品,http://vip.syzkgg.com:8686/rtp/239.253.64.214:5140
IPTV野外,http://vip.syzkgg.com:8686/rtp/239.253.64.215:5140
爱上4K,http://vip.syzkgg.com:8686/rtp/239.253.64.243:5140
爱生活,http://vip.syzkgg.com:8686/rtp/239.253.64.216:5140
财富天下SD,http://vip.syzkgg.com:8686/rtp/239.253.64.217:5140
城市剧场,http://vip.syzkgg.com:8686/rtp/239.253.64.218:5140
家庭影院,http://vip.syzkgg.com:8686/rtp/239.253.64.225:5140
动漫秀场HD,http://vip.syzkgg.com:8686/rtp/239.253.64.102:5140
动作影院,http://vip.syzkgg.com:8686/rtp/239.253.64.220:5140
都市剧场HD,http://vip.syzkgg.com:8686/rtp/239.253.64.101:5140
欢笑剧场 4K,http://vip.syzkgg.com:8686/rtp/239.253.64.138:5140
武侠剧场,http://vip.syzkgg.com:8686/rtp/239.253.64.254:5140
生活时尚HD,http://vip.syzkgg.com:8686/rtp/239.253.64.104:5140
喜剧影院,http://vip.syzkgg.com:8686/rtp/239.253.64.233:5140
音乐现场,http://vip.syzkgg.com:8686/rtp/239.253.64.235:5140
游戏风云HD,http://vip.syzkgg.com:8686/rtp/239.253.64.161:5140
军旅剧场,http://vip.syzkgg.com:8686/rtp/239.253.64.228:5140
古装剧场,http://vip.syzkgg.com:8686/rtp/239.253.64.221:5140
少儿动画,http://vip.syzkgg.com:8686/rtp/239.253.64.232:5140
百视通宝宝动画,http://vip.syzkgg.com:8686/rtp/239.253.64.137:5140
好学生,http://vip.syzkgg.com:8686/rtp/239.253.64.223:5140
军事,http://vip.syzkgg.com:8686/rtp/239.253.64.229:5140
动画,http://vip.syzkgg.com:8686/rtp/239.253.64.163:5140
解密,http://vip.syzkgg.com:8686/rtp/239.253.64.141:5140
高网,http://vip.syzkgg.com:8686/rtp/239.253.64.250:5140
精选,http://vip.syzkgg.com:8686/rtp/239.253.64.224:5140
国学,http://vip.syzkgg.com:8686/rtp/239.253.64.222:5140
美人,http://vip.syzkgg.com:8686/rtp/239.253.64.123:5140
墨宝,http://vip.syzkgg.com:8686/rtp/239.253.64.158:5140
台球,http://vip.syzkgg.com:8686/rtp/239.253.64.164:5140
武术,http://vip.syzkgg.com:8686/rtp/239.253.64.170:5140
戏曲,http://vip.syzkgg.com:8686/rtp/239.253.64.234:5140
影视,http://vip.syzkgg.com:8686/rtp/239.253.64.49:5140
足球,http://vip.syzkgg.com:8686/rtp/239.253.64.237:5140
早教,http://vip.syzkgg.com:8686/rtp/239.253.64.236:5140
海口1台,http://vip.syzkgg.com:8686/rtp/239.253.64.6:5140
海口1台,http://vip.syzkgg.com:8686/rtp/239.253.64.80:5140
海口2台,http://vip.syzkgg.com:8686/rtp/239.253.64.7:5140
海口2台,http://vip.syzkgg.com:8686/rtp/239.253.64.82:5140
海口3台,http://vip.syzkgg.com:8686/rtp/239.253.64.8:5140
海口3台,http://vip.syzkgg.com:8686/rtp/239.253.64.83:5140
三亚1,http://vip.syzkgg.com:8686/rtp/239.253.64.152:5140
三亚1,http://vip.syzkgg.com:8686/rtp/239.253.64.156:5140
三亚1台,http://vip.syzkgg.com:8686/rtp/239.253.64.9:5140
海南风景欣赏 720,http://vip.syzkgg.com:8686/rtp/239.253.64.177:5140
海南风景欣赏 720,http://vip.syzkgg.com:8686/rtp/239.253.64.52:5140
乐东TV,http://vip.syzkgg.com:8686/rtp/239.253.64.166:5140
三沙卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.112:5140
白沙TV,http://vip.syzkgg.com:8686/rtp/239.253.64.118:5140
保亭TV,http://vip.syzkgg.com:8686/rtp/239.253.64.159:5140
澄迈TV,http://vip.syzkgg.com:8686/rtp/239.253.64.109:5140
儋州TV,http://vip.syzkgg.com:8686/rtp/239.253.64.107:5140
地理,http://vip.syzkgg.com:8686/rtp/239.253.64.219:5140
定安TV,http://vip.syzkgg.com:8686/rtp/239.253.64.110:5140
东方TV,http://vip.syzkgg.com:8686/rtp/239.253.64.111:5140
临高,http://vip.syzkgg.com:8686/rtp/239.253.64.155:5140
陵水TV,http://vip.syzkgg.com:8686/rtp/239.253.64.116:5140
琼海TV,http://vip.syzkgg.com:8686/rtp/239.253.64.106:5140
琼中TV,http://vip.syzkgg.com:8686/rtp/239.253.64.165:5140
昌江TV,http://vip.syzkgg.com:8686/rtp/239.253.64.108:5140
屯昌TV,http://vip.syzkgg.com:8686/rtp/239.253.64.117:5140
万宁综合,http://vip.syzkgg.com:8686/rtp/239.253.64.167:5140
文昌TV,http://vip.syzkgg.com:8686/rtp/239.253.64.105:5140
五指山TV,http://vip.syzkgg.com:8686/rtp/239.253.64.69:5140
安徽卫视HD,http://vip.syzkgg.com:8686/rtp/239.253.64.129:5140
上海纪实HD,http://vip.syzkgg.com:8686/rtp/239.253.64.149:5140
北京卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.204:5140
兵团卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.178:5140
东方卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.201:5140
东南卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.66:5140
广东卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.200:5140
广西卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.45:5140
贵州卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.197:5140
甘肃卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.140:5140
河北卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.210:5140
河南卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.38:5140
黑龙江卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.205:5140
湖北卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.207:5140
湖南卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.114:5140
吉林卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.57:5140
嘉佳卡通,http://vip.syzkgg.com:8686/rtp/239.253.64.127:5140
江苏卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.202:5140
江西卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.56:5140
金鹰纪实HD,http://vip.syzkgg.com:8686/rtp/239.253.64.168:5140
金鹰卡通,http://vip.syzkgg.com:8686/rtp/239.253.64.148:5140
卡酷动画,http://vip.syzkgg.com:8686/rtp/239.253.64.230:5140
辽宁卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.150:5140
旅游卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.5:5140
内蒙古卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.144:5140
宁夏卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.71:5140
宁夏卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.89:5140
青海卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.46:5140
厦门卫视SD,http://vip.syzkgg.com:8686/rtp/239.253.64.179:5140
山东教育,http://vip.syzkgg.com:8686/rtp/239.253.64.241:5140
山东卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.208:5140
山西卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.31:5140
陕西卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.37:5140
深圳卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.203:5140
收视指南,http://vip.syzkgg.com:8686/rtp/239.253.64.238:5140
四川卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.36:5140
天津卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.198:5140
天翼4K测试,http://vip.syzkgg.com:8686/rtp/239.253.64.73:5140
新疆卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.146:5140
云南卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.147:5140
西藏卫视,http://vip.syzkgg.com:8686/rtp/239.253.64.143:5140
浙江卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.206:5140
中国天气,http://vip.syzkgg.com:8686/rtp/239.253.64.79:5140
重庆卫视 HD,http://vip.syzkgg.com:8686/rtp/239.253.64.55:5140
🍎广东频道,#genre#
广东卫视高清,http://gs.jianghua.fun:8888/udp/239.77.1.19:5146
广东卫视高清,http://gs.jianghua.fun:8888/udp/239.77.1.152:5146
广东卫视高清,http://gs.jianghua.fun:8888/udp/239.77.0.84:5146
广东卫视超清,http://gs.jianghua.fun:8888/udp/239.77.0.166:5146
广东珠江高清,http://gs.jianghua.fun:8888/udp/239.77.0.1:5146
广东珠江超清,http://gs.jianghua.fun:8888/udp/239.77.0.114:5146
广东新闻高清,http://gs.jianghua.fun:8888/udp/239.77.0.173:5146
广东民生高清,http://gs.jianghua.fun:8888/udp/239.77.0.225:5146
广东体育高清,http://gs.jianghua.fun:8888/udp/239.77.0.112:5146
广东体育超清,http://gs.jianghua.fun:8888/udp/239.77.0.168:5146
经济科教高清,http://gs.jianghua.fun:8888/udp/239.77.0.85:5146
经济科教超清,http://gs.jianghua.fun:8888/udp/239.77.0.167:5146
大湾区卫视高清,http://gs.jianghua.fun:8888/udp/239.77.0.215:5146
广东影视高清,http://gs.jianghua.fun:8888/udp/239.77.0.217:5146
南国都市 4K,http://gs.jianghua.fun:8888/udp/239.253.43.99:5146
广东少儿高清,http://gs.jianghua.fun:8888/udp/239.77.0.250:5146
广东综艺 4K,http://gs.jianghua.fun:8888/udp/239.77.1.237:5146
广东综艺(4k),http://gs.jianghua.fun:8888/udp/239.77.0.244:5146
广东综艺4k,http://gs.jianghua.fun:8888/udp/239.77.0.246:5146
广东综艺4k,http://gs.jianghua.fun:8888/udp/239.77.0.245:5146
广东综艺4k,http://gs.jianghua.fun:8888/udp/239.77.0.252:5146
广州综合高清,http://gs.jianghua.fun:8888/udp/239.253.43.71:5146
广州新闻高清,http://gs.jianghua.fun:8888/udp/239.253.43.72:5146
广州影视高清,http://gs.jianghua.fun:8888/udp/239.253.43.73:5146
广州法治高清,http://gs.jianghua.fun:8888/udp/239.253.43.74:5146
广州竞赛高清,http://gs.jianghua.fun:8888/udp/239.253.43.75:5146
茂名综合高清,http://gs.jianghua.fun:8888/udp/239.77.0.206:5146
茂名公共高清,http://gs.jianghua.fun:8888/udp/239.77.0.207:5146
无线翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
无线星河台,http://1b6467f415.iok.la:9931/tsfile/live/1008_1.m3u8
无线明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
凤凰中文台,http://1b6467f415.iok.la:9931/tsfile/live/1037_1.m3u8
澳亚卫视台,http://1b6467f415.iok.la:9931/tsfile/live/1120_1.m3u8
澳视澳门台,http://1b6467f415.iok.la:9931/tsfile/live/1039_1.m3u8
东森电影台,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
广东卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1010_1.m3u8
广东珠江高清,http://1b6467f415.iok.la:9931/tsfile/live/1011_1.m3u8
广东新闻高清,http://1b6467f415.iok.la:9931/tsfile/live/1012_1.m3u8
广东公共高清,http://1b6467f415.iok.la:9931/tsfile/live/1013_1.m3u8
广东体育高清,http://1b6467f415.iok.la:9931/tsfile/live/1014_1.m3u8
广东经济高清,http://1b6467f415.iok.la:9931/tsfile/live/1016_1.m3u8
广东南方高清,http://1b6467f415.iok.la:9931/tsfile/live/1017_1.m3u8
广东影视高清,http://1b6467f415.iok.la:9931/tsfile/live/1018_1.m3u8
广东少儿高清,http://1b6467f415.iok.la:9931/tsfile/live/1019_1.m3u8
广州综合高清,http://1b6467f415.iok.la:9931/tsfile/live/1137_1.m3u8
广州新闻高清,http://1b6467f415.iok.la:9931/tsfile/live/1138_1.m3u8
CCTV1高清,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8
CCTV2高清,http://1b6467f415.iok.la:9931/tsfile/live/1021_1.m3u8
CCTV3高清,http://1b6467f415.iok.la:9931/tsfile/live/1022_1.m3u8
CCTV4高清,http://1b6467f415.iok.la:9931/tsfile/live/1023_1.m3u8
CCTV5高清,http://1b6467f415.iok.la:9931/tsfile/live/1024_1.m3u8
CCTV5+高清,http://1b6467f415.iok.la:9931/tsfile/live/1025_1.m3u8
CCTV6高清,http://1b6467f415.iok.la:9931/tsfile/live/1026_1.m3u8
CCTV7高清,http://1b6467f415.iok.la:9931/tsfile/live/1027_1.m3u8
CCTV8高清,http://1b6467f415.iok.la:9931/tsfile/live/1028_1.m3u8
CCTV9高清,http://1b6467f415.iok.la:9931/tsfile/live/1029_1.m3u8
CCTV10高清,http://1b6467f415.iok.la:9931/tsfile/live/1030_1.m3u8
CCTV11高清,http://1b6467f415.iok.la:9931/tsfile/live/1031_1.m3u8
CCTV12高清,http://1b6467f415.iok.la:9931/tsfile/live/1032_1.m3u8
CCTV13高清,http://1b6467f415.iok.la:9931/tsfile/live/1033_1.m3u8
CCTV14高清,http://1b6467f415.iok.la:9931/tsfile/live/1034_1.m3u8
CCTV-16高清,http://1b6467f415.iok.la:9931/tsfile/live/1094_1.m3u8
CCTV15高清,http://1b6467f415.iok.la:9931/tsfile/live/1035_1.m3u8
CCTV17高清,http://1b6467f415.iok.la:9931/tsfile/live/1130_1.m3u8
CCTVnews,http://1b6467f415.iok.la:9931/tsfile/live/1036_1.m3u8
CHC家庭高清,http://1b6467f415.iok.la:9931/tsfile/live/1046_1.m3u8
CHC动作高清,http://1b6467f415.iok.la:9931/tsfile/live/1047_1.m3u8
CHC高清高清,http://1b6467f415.iok.la:9931/tsfile/live/1126_1.m3u8
湖南卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1058_1.m3u8
浙江卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1059_1.m3u8
江苏卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1060_1.m3u8
东方卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1061_1.m3u8
安徽卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1062_1.m3u8
北京卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1063_1.m3u8
天津卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1064_1.m3u8
山东卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1065_1.m3u8
江西卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1066_1.m3u8
深圳卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1067_1.m3u8
湖北卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1068_1.m3u8
辽宁卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1069_1.m3u8
黑龙江视高清,http://1b6467f415.iok.la:9931/tsfile/live/1070_1.m3u8
贵州卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1071_1.m3u8
四川卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1072_1.m3u8
重庆卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1073_1.m3u8
河北卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1074_1.m3u8
东南卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1075_1.m3u8
广西卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1082_1.m3u8
吉林卫视高清,http://1b6467f415.iok.la:9931/tsfile/live/1076_1.m3u8
中国教育高清,http://1b6467f415.iok.la:9931/tsfile/live/1077_1.m3u8
金鹰纪实高清,http://1b6467f415.iok.la:9931/tsfile/live/1078_1.m3u8
河源公共高清,http://1b6467f415.iok.la:9931/tsfile/live/1079_1.m3u8
上海纪实高清,http://1b6467f415.iok.la:9931/tsfile/live/1080_1.m3u8
云南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1081_1.m3u8
陕西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1083_1.m3u8
山西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1084_1.m3u8
内蒙古视,http://1b6467f415.iok.la:9931/tsfile/live/1085_1.m3u8
青海卫视,http://1b6467f415.iok.la:9931/tsfile/live/1086_1.m3u8
旅游卫视,http://1b6467f415.iok.la:9931/tsfile/live/1087_1.m3u8
宁夏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1088_1.m3u8
西藏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1089_1.m3u8
新疆卫视,http://1b6467f415.iok.la:9931/tsfile/live/1090_1.m3u8
甘肃卫视,http://1b6467f415.iok.la:9931/tsfile/live/1091_1.m3u8
兵团卫视,http://1b6467f415.iok.la:9931/tsfile/live/1092_1.m3u8
厦门卫视,http://1b6467f415.iok.la:9931/tsfile/live/1093_1.m3u8
三少卫视,http://1b6467f415.iok.la:9931/tsfile/live/1038_1.m3u8
每日影院HD,http://1b6467f415.iok.la:9931/tsfile/live/1045_1.m3u8
G 导视HD,http://1b6467f415.iok.la:9931/tsfile/live/1048_1.m3u8
卡酷少儿,http://1b6467f415.iok.la:9931/tsfile/live/1054_1.m3u8
金鹰卡通,http://1b6467f415.iok.la:9931/tsfile/live/1055_1.m3u8
炫动卡通,http://1b6467f415.iok.la:9931/tsfile/live/1056_1.m3u8
少儿动画,http://1b6467f415.iok.la:9931/tsfile/live/1057_1.m3u8
五华1高清,http://1b6467f415.iok.la:9931/tsfile/live/1000_1.m3u8
梅县综合,http://1b6467f415.iok.la:9931/tsfile/live/1002_1.m3u8
梅州1,http://1b6467f415.iok.la:9931/tsfile/live/1003_1.m3u8
梅州2,http://1b6467f415.iok.la:9931/tsfile/live/1004_1.m3u8
蕉岭综合,http://1b6467f415.iok.la:9931/tsfile/live/1095_1.m3u8
优优宝贝,http://1b6467f415.iok.la:9931/tsfile/live/1096_1.m3u8
平远综合,http://1b6467f415.iok.la:9931/tsfile/live/1097_1.m3u8
丰顺综合,http://1b6467f415.iok.la:9931/tsfile/live/1100_1.m3u8
DBTV-1,http://1b6467f415.iok.la:9931/tsfile/live/1101_1.m3u8
梅州导视,http://1b6467f415.iok.la:9931/tsfile/live/1102_1.m3u8
冬奧纪实高清,http://1b6467f415.iok.la:9931/tsfile/live/1103_1.m3u8
嘉佳卡通高清,http://1b6467f415.iok.la:9931/tsfile/live/1053_1.m3u8
中国交通,http://1b6467f415.iok.la:9931/tsfile/live/1104_1.m3u8
新视觉高清,http://1b6467f415.iok.la:9931/tsfile/live/1105_1.m3u8
欢笑剧场高清,http://1b6467f415.iok.la:9931/tsfile/live/1106_1.m3u8
都市剧场高清,http://1b6467f415.iok.la:9931/tsfile/live/1107_1.m3u8
中国天气,http://1b6467f415.iok.la:9931/tsfile/live/1109_1.m3u8
惠州综合高清,http://1b6467f415.iok.la:9931/tsfile/live/1110_1.m3u8
现代教育,http://1b6467f415.iok.la:9931/tsfile/live/1112_1.m3u8
惠州公共高清,http://1b6467f415.iok.la:9931/tsfile/live/1114_1.m3u8
求索高清,http://1b6467f415.iok.la:9931/tsfile/live/1115_1.m3u8
汽摩,http://1b6467f415.iok.la:9931/tsfile/live/1119_1.m3u8
山歌台高清,http://1b6467f415.iok.la:9931/tsfile/live/1005_1.m3u8
广场舞,http://1b6467f415.iok.la:9931/tsfile/live/1006_1.m3u8
河源新闻综合,http://1b6467f415.iok.la:9931/tsfile/live/1121_1.m3u8
收视指南,http://1b6467f415.iok.la:9931/tsfile/live/1122_1.m3u8
魅力时尚,http://1b6467f415.iok.la:9931/tsfile/live/1123_1.m3u8
热播剧场,http://1b6467f415.iok.la:9931/tsfile/live/1124_1.m3u8
CETV1高清,http://1b6467f415.iok.la:9931/tsfile/live/1125_1.m3u8
南方购物,http://1b6467f415.iok.la:9931/tsfile/live/1127_1.m3u8
中华特产,http://1b6467f415.iok.la:9931/tsfile/live/1128_1.m3u8
汕头一台,http://1b6467f415.iok.la:9931/tsfile/live/1131_1.m3u8
汕头二台,http://1b6467f415.iok.la:9931/tsfile/live/1132_1.m3u8
汕头三台,http://1b6467f415.iok.la:9931/tsfile/live/1133_1.m3u8
揭阳综合,http://1b6467f415.iok.la:9931/tsfile/live/1134_1.m3u8
揭阳公共,http://1b6467f415.iok.la:9931/tsfile/live/1135_1.m3u8
潮州公共,http://1b6467f415.iok.la:9931/tsfile/live/1136_1.m3u8
☀上海频道,#genre#
上海外语,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000001/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000001
第一财经,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004
上海新闻,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005
生活时尚,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000006/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000006
五星体育,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007
劲爆体育,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000008
动漫秀场,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000009
七彩戏剧,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010
游戏风云,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000011
上海都市,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012
东方影视,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013
法治天地,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014
都市剧场,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000015/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000015
欢笑剧场,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000016/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000016
东方购物,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000019/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000019
东方财经,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090
🎉浙江频道,#genre#
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
影视娱乐,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
📡港台频道,#genre#
TVB娱乐台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
华丽翡翠台,http://php.jdshipin.com:8880/smt.php?id=Wlt
TVBJ2台,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
TVB功夫台,https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8
TVB星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB娱乐台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVB功夫台,https://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB直播台,https://edge6a.v2h-cdn.com/liveshow/liveshow.stream/chunklist.m3u8
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB星河台,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
凤凰中文台,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰香港台,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰资讯台,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港高清,http://a.5iu.xyz:10000/udp/239.255.30.123:8231
凤凰卫视高清,http://a.5iu.xyz:10000/udp/239.255.30.50:8231
凤凰资讯高清,http://a.5iu.xyz:10000/udp/239.255.30.70:8231
凤凰资讯高清,http://113.64.145.86:8081/hls/36/index.m3u8
凤凰卫视高清,http://113.64.145.86:8081/hls/37/index.m3u8
凤凰香港高清,http://113.64.145.86:8081/hls/38/index.m3u8
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文,http://www.lebaobei.top:6868/udp/239.255.30.50:8231
凤凰中文,http://120.41.124.228:8888/rtp/239.61.2.184:9092
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
